Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OER","Employment Indicators: Rural","458","Malaysia","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","2151.7","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area, population density, predominance of agricultual/non-agricultural activities, infrastructure and amenities Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"OER","Employment Indicators: Rural","458","Malaysia","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","308.9","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area, population density, predominance of agricultual/non-agricultural activities, infrastructure and amenities Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"OER","Employment Indicators: Rural","458","Malaysia","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","66.26","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area, population density, predominance of agricultual/non-agricultural activities, infrastructure and amenities Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"OER","Employment Indicators: Rural","458","Malaysia","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","47.53","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area, population density, predominance of agricultual/non-agricultural activities, infrastructure and amenities Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"OER","Employment Indicators: Rural","458","Malaysia","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","78.13","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area, population density, predominance of agricultual/non-agricultural activities, infrastructure and amenities Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"OER","Employment Indicators: Rural","458","Malaysia","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","54.51","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on administrative area, population density, predominance of agricultual/non-agricultural activities, infrastructure and amenities Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"OER","Employment Indicators: Rural","470","Malta","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","7.47","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","470","Malta","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","0.66","X","Figure from international organizations","Unreliable Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","470","Malta","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","5.97","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","470","Malta","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","0.69","X","Figure from international organizations","Unreliable Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","470","Malta","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","65.22","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","470","Malta","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","61.41","X","Figure from international organizations","Unreliable Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","470","Malta","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","89.41","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","470","Malta","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","46.27","X","Figure from international organizations","Unreliable Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","584","Marshall Islands","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","3.53","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","0.24","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","2.8","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","0.34","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","0.14","X","Figure from international organizations","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","42.54","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","19.95","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","52.66","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","31.73","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","584","Marshall Islands","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","24.09","X","Figure from international organizations","Unreliable Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","11117.11","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","2185.47","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","6806.98","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1213.93","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","910.73","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","56.4","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","47.46","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","65.93","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","56.73","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","484","Mexico","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","34.5","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","405.02","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","38.2","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","309.73","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","43.4","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","13.69","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","76.61","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","46.81","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","91.99","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","65.71","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","496","Mongolia","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","32.17","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","16104.94","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","3118.75","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","11057.44","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1560.69","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","368.06","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","61.87","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","49.13","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","76.19","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","53.95","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","104","Myanmar","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","16.27","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","930.44","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","152.41","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","554.92","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","189.41","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","33.7","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","64.25","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","75.48","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","90.23","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","73.9","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","528","Netherlands (Kingdom of the)","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","9.07","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","554","New Zealand","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","331.2","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","38.2","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","190.4","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","69.3","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","33.3","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","74.77","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","68.01","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","89.6","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","80.46","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","554","New Zealand","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","37.71","X","Figure from international organizations","Criteria used to define rural/urban areas: Definition based on population size and density"
"OER","Employment Indicators: Rural","566","Nigeria","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","40553.62","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","4650.41","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","27961.17","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","4374.96","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","3567.08","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","58.24","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","28.16","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","72.07","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","77.19","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","566","Nigeria","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3021","Household income and expenditure survey","1000 persons","57.02","X","Figure from international organizations","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers"
"OER","Employment Indicators: Rural","807","North Macedonia","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","233.88","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","19.11","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","173.41","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","36.22","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","5.13","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","58.4","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","37.37","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","80.41","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","54.22","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","807","North Macedonia","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","7.15","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1087.43","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","132.65","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","705.35","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","204.13","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","45.3","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","62.54","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","55.74","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21123","Labour force participation rate by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","85.53","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21124","Labour force participation rate by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","73.54","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","578","Norway","21117","Labour force participation rate by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","11.21","X","Figure from international organizations","Repository: Eurostat special tabulation"
"OER","Employment Indicators: Rural","586","Pakistan","21087","Employment by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","39241.32","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21094","Employment by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","10047.34","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21095","Employment by age, 25 to 54, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","24805.03","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21096","Employment by age, 55 to 64, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","3306.99","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21092","Employment by age, 65+, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","1081.95","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21072","Labour force participation rate by age, total (15+), rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","56.2","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"OER","Employment Indicators: Rural","586","Pakistan","21122","Labour force participation rate by age, 15 to 24, rural areas","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 persons","45.49","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
